IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Num
124,5.81,5.92,10,0,1,3,5,0,29
95,6.15,6.17,2,0,2,4,1,0,79
102,5.38,5.66,5,0,8,9,5,0,10
83,9.6,9.13,10,0,5,9,2,1,33
86,7.65,7.93,6,1,1,5,2,0,15
101,6.98,7.0,3,0,5,9,2,0,77
116,7.68,7.55,7,0,4,5,5,0,35
96,8.14,8.61,3,0,9,5,0,0,54
96,9.61,9.27,2,1,4,7,3,0,21
93,5.89,5.93,10,0,4,6,4,0,30
91,6.48,6.3,4,0,1,10,0,0,46
104,9.88,9.91,3,0,5,7,3,0,42
77,6.86,6.91,7,0,6,10,0,0,71
119,5.11,4.7,8,0,8,2,3,0,49
90,5.74,5.9,3,0,4,9,1,0,24
110,5.13,5.26,6,1,10,6,5,0,80
80,9.95,10.22,1,1,10,9,4,1,69
110,6.39,5.98,5,0,4,1,1,0,6
110,9.62,9.42,2,1,8,2,1,0,2
105,9.98,10.13,1,0,5,7,3,0,3
85,8.0,7.64,7,0,6,2,2,0,53
103,5.17,5.35,10,1,3,6,5,0,10
82,5.41,4.97,4,1,3,2,2,0,24
96,7.41,7.24,5,0,0,10,2,0,33
115,7.03,7.38,2,1,10,5,2,0,84
111,8.03,8.3,8,1,4,6,5,1,22
100,7.19,7.33,10,0,1,7,4,0,61
85,9.67,10.04,3,0,4,1,1,0,96
109,7.67,7.88,7,0,4,2,0,0,94
100,8.47,8.49,1,0,3,2,4,0,67
65,9.48,9.96,10,1,9,1,5,0,4
111,5.73,5.92,1,1,8,3,3,0,51
99,6.15,6.25,7,1,4,6,4,0,4
118,5.54,5.45,1,0,5,9,4,1,39
83,5.7,6.1,9,0,0,3,5,0,31
52,7.56,7.36,9,0,4,3,3,0,57
104,6.61,6.12,8,1,8,2,0,0,73
104,7.12,6.82,8,1,10,2,1,0,30
74,9.91,9.52,4,1,5,7,4,0,93
85,5.78,5.6,4,0,8,4,3,0,89
141,7.7,8.03,5,0,3,6,3,1,39
95,5.49,5.64,9,0,1,8,0,0,99
110,6.59,6.26,3,0,8,5,4,0,25
90,7.64,7.93,4,0,3,3,3,0,58
68,9.73,9.73,10,0,10,2,5,0,36
97,6.96,6.97,5,1,1,6,5,0,11
96,5.32,5.18,7,1,0,8,0,0,90
94,6.94,7.3,5,0,1,10,0,0,46
98,5.73,5.55,9,0,4,4,3,0,89
103,6.15,5.74,6,1,2,2,3,0,21
97,8.09,7.89,3,1,5,3,4,0,2
81,5.34,5.56,6,1,3,3,4,0,74
107,7.32,7.48,6,1,1,9,1,0,39
70,8.05,7.74,10,0,6,10,3,0,99
69,7.11,6.72,1,0,10,4,2,0,33
111,5.1,5.26,7,0,5,6,5,0,31
107,9.93,10.11,3,1,7,9,2,1,4
99,6.84,6.71,1,0,9,10,5,0,67
79,8.89,9.23,1,0,4,8,1,0,69
89,6.63,7.11,5,0,2,9,3,0,81
96,7.38,7.09,10,1,3,6,0,0,13
76,6.94,7.02,10,0,4,2,5,0,65
88,6.71,6.22,2,0,4,5,2,0,45
109,5.11,5.32,2,0,5,10,4,0,39
121,6.8,6.71,4,0,8,3,2,0,87
93,9.45,9.14,10,1,3,3,3,0,89
111,8.45,8.7,7,1,6,10,5,1,53
71,5.73,6.04,8,1,6,1,2,0,31
109,7.96,7.57,10,1,5,4,1,0,13
87,9.46,9.0,7,1,0,7,4,0,1
104,8.5,8.33,9,1,8,3,1,0,98
96,5.74,5.87,7,0,5,7,0,0,29
119,9.34,9.63,4,0,2,6,0,0,61
86,6.51,6.56,9,0,10,1,0,0,95
109,7.27,7.35,9,1,1,5,0,0,72
95,7.63,7.93,3,1,2,6,3,0,2
97,9.25,9.28,10,1,10,9,3,1,12
97,9.66,9.77,8,0,0,10,3,1,56
87,9.65,9.67,1,1,2,6,1,0,97
99,5.04,5.42,2,1,4,8,1,0,94
99,9.61,9.35,8,1,3,2,2,0,41
103,5.27,5.03,8,0,9,1,4,0,27
101,6.33,5.96,6,0,0,1,1,0,89
111,7.57,7.89,8,1,4,7,2,0,38
113,7.4,7.31,8,0,2,8,0,0,97
84,8.02,7.87,2,0,9,8,0,0,52
113,7.4,7.88,3,1,10,3,1,0,80
82,9.67,10.1,7,0,6,5,3,0,32
108,6.2,6.67,3,1,9,7,2,0,88
109,6.37,6.01,2,0,10,9,5,0,2
71,9.6,9.99,6,0,7,5,4,0,66
101,5.38,5.21,2,0,4,4,2,0,20
92,8.05,7.56,2,1,9,4,3,0,57
88,8.41,8.3,2,0,7,6,5,0,62
120,7.53,7.54,4,0,5,9,3,1,91
90,8.47,8.08,7,0,5,1,1,0,86
87,5.86,5.9,6,0,4,1,3,0,48
101,9.26,9.58,5,1,10,1,3,0,83
110,5.7,5.58,4,1,9,4,4,0,7
97,7.0,6.85,2,0,5,4,3,0,67
117,5.38,5.22,8,1,0,8,5,1,50
107,7.73,8.15,2,1,7,5,0,0,34
67,8.35,7.9,8,0,4,10,3,0,87
92,9.71,9.66,10,1,7,4,0,0,69
91,8.7,8.46,4,0,2,8,4,1,67
107,7.71,8.1,5,0,9,7,5,0,88
60,9.66,9.26,1,0,5,6,1,0,91
138,7.39,7.3,2,0,0,2,0,0,34
107,7.81,7.72,8,0,0,5,1,0,43
102,7.98,8.37,1,0,3,2,5,0,21
117,7.05,6.77,3,1,9,6,5,0,12
135,9.19,9.33,2,0,5,9,5,1,32
113,5.93,5.56,10,0,2,9,5,1,47
114,7.77,8.22,5,0,10,6,1,0,86
101,8.61,8.7,4,1,10,4,0,0,98
97,9.52,9.65,4,1,4,10,2,1,87
92,9.42,9.35,4,0,9,9,3,1,55
87,7.54,7.38,4,0,10,5,4,0,65
89,8.22,7.93,4,0,3,8,5,0,68
79,6.97,7.07,6,0,9,9,1,0,17
98,7.34,7.79,2,1,2,5,2,0,26
74,9.53,9.39,4,1,8,6,1,0,95
102,9.65,10.03,7,0,3,4,2,0,33
99,9.48,9.13,7,1,9,1,4,0,64
102,5.69,6.13,1,1,6,1,2,0,92
92,9.25,9.1,10,0,4,5,4,0,10
146,9.74,9.62,9,0,6,3,3,1,100
120,6.81,6.77,7,1,4,7,5,0,46
81,7.59,7.81,6,0,2,4,5,0,73
103,8.9,9.12,2,0,5,4,5,0,90
90,7.81,7.79,6,0,8,4,2,0,51
84,9.97,9.99,5,0,5,6,5,0,34
79,7.28,6.81,9,0,3,9,1,0,14
106,8.57,8.37,1,0,0,9,3,1,41
89,8.96,8.81,5,1,2,5,1,0,90
114,7.47,7.53,3,0,2,8,1,0,95
114,9.28,9.34,9,1,1,4,3,1,38
120,7.73,7.94,1,1,9,8,3,1,48
87,7.06,7.28,6,1,1,10,4,0,43
107,5.54,5.28,3,1,7,9,2,0,28
109,6.97,7.24,1,0,7,8,4,0,41
92,8.67,8.19,3,1,2,8,0,0,56
88,9.61,9.83,2,1,3,9,0,0,81
124,6.26,5.86,10,1,4,10,4,1,76
103,6.78,7.01,8,1,10,8,4,0,91
109,5.77,5.8,3,1,8,4,2,0,65
87,8.45,8.39,7,1,4,5,3,0,60
81,9.8,9.99,10,0,10,10,0,0,97
91,8.2,7.74,6,1,5,6,3,0,13
98,8.09,7.81,7,0,6,5,1,0,69
84,7.77,7.89,7,0,10,9,1,0,52
99,5.44,5.79,10,1,1,2,3,0,43
74,8.65,8.53,1,1,3,6,1,0,92
83,8.01,7.77,4,0,5,10,0,0,88
110,8.31,8.33,4,0,3,2,0,0,84
109,9.49,9.61,5,0,4,8,1,0,40
94,8.92,8.84,10,1,2,8,0,0,42
84,8.9,9.28,5,1,1,5,1,0,37
84,9.64,9.66,8,1,0,10,2,1,84
94,9.95,9.49,4,0,2,8,2,1,23
109,7.91,7.63,1,0,9,5,3,0,67
113,5.54,5.49,5,0,8,4,1,0,69
92,7.3,7.5,1,0,0,9,2,0,79
82,8.94,8.66,3,0,7,8,2,1,69
104,5.14,5.62,8,1,4,4,0,0,98
87,5.28,5.1,10,1,3,2,3,0,58
92,5.34,5.37,5,0,4,2,3,0,46
119,8.66,8.18,7,0,10,2,2,1,87
112,7.51,7.89,1,0,6,10,2,1,47
102,6.84,7.13,6,1,7,8,3,0,17
80,5.53,5.23,8,0,1,6,5,0,9
103,8.66,9.09,6,0,5,1,0,0,68
115,6.61,6.43,4,0,3,10,4,1,94
94,6.33,6.52,8,0,7,4,0,0,78
120,8.26,8.58,8,1,3,3,4,1,30
119,7.8,8.04,6,0,2,10,3,1,95
124,6.81,7.23,8,0,4,7,3,0,61
104,8.21,8.57,6,0,3,10,3,1,65
108,6.36,6.85,4,1,4,5,1,0,58
121,8.97,8.65,6,0,8,1,1,0,27
106,6.15,5.95,9,0,10,6,1,0,66
92,5.79,5.93,8,1,2,4,3,0,45
93,8.91,9.14,7,1,1,10,2,1,40
103,8.54,8.57,5,0,1,6,3,0,61
80,5.91,5.48,7,0,8,7,4,0,41
97,5.58,5.92,1,0,6,9,0,0,74
116,9.19,9.65,8,1,9,1,5,1,88
67,8.88,8.79,5,1,3,6,4,0,84
123,6.64,6.36,7,0,5,8,0,0,42
116,8.29,7.81,7,1,9,4,4,0,62
93,5.62,5.36,8,1,5,10,0,0,80
108,7.54,7.74,7,1,2,9,5,0,38
100,5.09,5.5,6,1,8,4,2,0,60
118,6.96,6.55,6,0,3,4,0,0,49
114,5.37,5.42,5,0,0,9,3,1,18
78,7.38,7.58,5,0,1,4,4,0,99
108,7.11,6.89,4,0,4,9,1,0,94
96,7.22,7.29,7,0,7,1,2,0,5
101,5.23,5.45,3,1,6,8,5,0,11
89,6.81,7.15,5,0,8,2,4,0,4
126,8.78,8.73,3,0,0,8,2,1,61
115,6.84,7.09,8,1,1,5,1,0,75
88,8.58,8.38,5,1,9,1,1,0,12
79,6.85,6.56,10,0,3,1,1,0,49
94,7.12,6.81,6,1,6,6,1,0,28
106,7.82,7.68,1,0,0,1,1,0,90
103,9.75,9.29,4,0,4,2,3,0,34
118,5.54,5.32,9,0,1,3,0,0,56
111,5.16,5.31,5,0,1,2,1,0,65
114,8.04,8.19,1,0,1,9,4,1,6
104,9.75,9.32,4,1,8,10,4,1,33
79,9.95,9.74,6,1,10,6,1,0,47
97,7.42,7.49,7,0,9,9,2,0,24
115,7.34,7.16,7,0,4,5,1,0,34
99,8.22,8.14,8,0,7,4,5,0,72
107,7.78,7.99,5,1,9,2,3,0,16
95,8.17,7.68,6,0,5,4,5,0,80
84,9.37,9.15,2,0,10,8,0,0,16
98,8.73,8.37,10,0,0,2,4,0,98
104,7.48,7.11,2,0,9,8,1,0,84
90,7.31,7.77,3,1,8,2,0,0,14
96,8.2,8.08,4,0,6,1,0,0,59
85,7.28,7.31,6,0,10,4,1,0,62
116,7.29,7.52,6,1,1,7,0,0,90
95,5.08,4.63,3,1,7,2,4,0,66
121,5.87,5.61,1,1,1,3,1,0,19
122,7.44,7.77,3,1,1,6,2,0,61
98,9.11,9.47,4,1,3,2,1,0,66
84,6.39,6.26,9,1,7,9,4,0,26
68,7.61,7.48,10,0,6,6,1,0,89
77,6.72,6.98,8,1,1,6,1,0,49
79,5.52,5.32,4,0,9,8,1,0,19
120,9.79,9.41,7,0,5,1,3,1,49
101,9.27,9.03,9,1,10,10,3,1,81
105,5.39,5.28,2,0,10,3,4,0,30
66,8.6,8.15,3,0,3,2,0,0,76
82,6.74,6.72,1,1,9,1,1,0,57
113,9.97,10.21,8,0,0,6,1,0,85
104,6.51,6.52,2,0,7,4,5,0,36
97,6.19,5.76,7,0,7,6,3,0,40
108,7.84,7.78,7,0,5,8,2,0,28
124,9.18,9.39,3,0,9,7,5,1,97
96,5.96,5.52,2,1,6,3,3,0,46
101,8.55,8.11,3,1,2,3,0,0,73
102,5.31,5.18,8,0,8,6,5,0,82
135,9.59,9.28,9,1,3,1,1,0,88
68,5.41,5.84,8,0,10,3,1,0,32
110,9.57,9.65,2,0,1,8,4,1,87
98,7.45,7.24,9,1,3,3,2,0,58
108,7.24,7.44,6,1,1,1,4,0,76
90,9.87,9.74,2,1,3,10,2,1,98
99,9.95,9.58,9,0,1,9,5,1,26
110,8.25,7.99,5,0,10,2,5,0,70
146,5.64,5.78,6,0,7,7,2,0,69
112,7.53,7.08,1,1,5,8,5,1,87
87,7.65,7.42,2,0,7,3,2,0,50
93,7.57,7.28,1,0,10,7,2,0,79
93,7.85,7.55,4,0,0,10,4,0,32
73,5.09,5.27,2,1,8,4,1,0,58
95,8.56,8.89,1,0,10,2,1,0,64
110,8.56,8.78,3,0,1,4,5,0,77
80,5.58,5.73,4,1,7,8,4,0,28
115,7.85,8.27,4,0,3,2,5,1,97
107,7.84,7.4,3,0,1,6,3,0,72
88,8.41,8.08,2,1,0,10,5,1,80
97,5.43,5.34,8,0,3,3,0,0,39
123,8.13,8.0,10,1,9,3,2,0,96
111,6.4,6.32,2,0,0,6,4,0,80
100,7.54,7.25,5,1,7,3,2,0,45
96,8.87,8.52,7,0,1,2,2,0,13
101,8.53,8.54,9,1,7,2,2,0,20
92,5.59,6.02,3,1,9,3,4,0,58
68,7.96,7.85,1,1,0,2,1,0,19
130,9.85,9.39,9,0,6,6,3,1,75
102,5.78,5.99,1,1,6,4,3,0,91
105,9.26,9.05,8,1,4,1,5,0,80
99,8.51,8.26,2,1,2,3,4,0,9
88,8.87,8.69,7,0,5,10,0,0,77
97,6.41,6.63,3,0,10,3,3,0,19
76,6.44,6.76,6,1,4,4,3,0,94
134,9.53,9.62,6,0,8,6,2,1,55
81,6.8,6.62,4,0,3,1,4,0,39
84,5.32,5.13,8,0,8,2,5,0,17
93,8.0,7.62,5,1,9,10,5,0,62
119,5.62,6.05,7,1,5,3,1,0,94
100,8.98,9.12,5,0,8,5,4,0,93
81,8.21,7.74,4,1,2,7,4,0,60
118,9.37,9.53,6,1,0,1,3,1,42
110,8.92,8.87,3,0,5,2,2,0,2
108,5.56,6.03,6,1,3,4,4,0,50
110,6.91,7.23,6,1,10,10,1,0,67
135,8.87,8.54,6,0,9,1,2,1,20
132,7.09,7.31,3,1,3,1,2,0,1
89,9.86,9.85,8,0,3,9,1,0,5
124,8.68,8.37,4,0,0,6,1,0,97
105,5.08,5.28,2,0,4,2,5,0,39
107,9.4,9.45,7,0,8,10,1,0,87
74,5.5,5.03,8,0,2,7,4,0,18
97,5.7,5.85,4,0,1,10,5,0,68
87,8.67,8.8,6,1,1,6,2,0,97
112,9.32,8.96,8,0,9,6,5,1,90
116,7.68,7.53,5,0,6,8,2,1,22
68,6.45,6.54,9,0,5,10,0,0,30
99,6.76,6.4,6,1,1,3,0,0,90
116,6.71,7.06,6,0,0,10,0,0,1
97,6.63,6.16,2,1,6,2,5,0,70
110,6.21,5.81,7,0,10,9,4,0,81
105,8.04,7.66,9,0,5,5,5,0,95
105,9.5,9.53,5,0,4,6,4,0,51
95,6.54,6.66,5,0,4,7,1,0,68
81,5.93,5.83,5,0,9,2,4,0,74
83,9.19,8.98,1,0,2,6,2,0,61
110,8.71,9.02,5,0,10,1,2,0,48
100,9.65,9.22,10,1,4,9,5,1,53
97,5.83,5.61,8,1,5,6,3,0,34
93,5.72,5.26,3,0,10,7,3,0,86
95,7.71,7.22,9,0,6,5,4,0,86
115,8.07,7.92,9,0,6,2,5,0,7
94,7.4,7.09,6,0,9,4,5,0,39
79,7.99,7.76,4,0,9,5,3,0,37
111,5.9,6.22,4,0,7,10,4,1,63
96,7.4,7.06,1,0,4,2,1,0,55
100,8.29,8.57,10,0,3,9,1,0,15
124,7.16,7.34,5,1,6,2,3,0,83
99,8.4,8.23,5,0,1,2,4,0,74
104,7.26,7.31,5,1,7,2,3,0,62
82,6.67,6.61,1,0,3,2,2,0,68
96,6.52,6.15,1,1,9,5,4,0,50
109,7.05,7.46,10,1,0,7,0,0,41
76,5.12,5.19,2,1,1,1,2,0,61
103,8.34,8.72,1,0,0,9,4,1,25
101,9.23,9.55,8,1,4,6,3,0,28
100,6.77,6.35,4,0,0,1,5,0,82
115,5.23,4.94,6,1,10,1,3,0,35
105,9.93,9.58,8,0,8,9,3,1,83
122,6.32,6.65,5,1,10,9,4,1,53
85,5.63,5.99,6,1,10,1,3,0,84
102,6.85,6.88,4,1,3,1,4,0,39
101,8.69,8.29,6,0,9,5,4,0,97
83,6.47,6.11,6,1,2,5,3,0,59
114,7.87,8.18,3,1,8,7,1,0,65
134,7.08,7.51,4,1,3,4,1,0,1
99,5.59,5.29,6,1,0,10,2,0,45
107,6.65,6.16,8,0,1,1,4,0,19
101,8.62,8.45,7,1,3,6,3,0,48
89,8.06,7.59,4,0,10,10,5,0,49
72,5.6,5.93,3,0,0,3,3,0,73
89,5.82,5.81,8,0,5,7,3,0,14
79,8.2,8.34,6,1,6,1,1,0,67
125,9.07,8.98,8,0,0,4,0,0,30
98,6.75,6.6,9,0,5,10,5,0,65
94,7.98,7.7,9,0,2,9,4,0,69
113,5.85,6.12,10,0,6,10,2,1,87
83,6.56,6.76,9,1,10,6,2,0,6
88,5.1,4.96,10,1,1,2,2,0,84
101,8.84,8.66,1,0,1,6,4,0,46
115,7.01,6.51,3,0,10,9,4,1,42
107,9.08,8.64,9,1,3,1,2,0,72
103,8.54,8.66,4,1,10,5,2,0,61
101,9.14,9.15,10,1,7,8,3,1,31
106,6.43,6.36,2,0,2,7,5,0,79
103,5.93,6.26,1,0,7,10,0,0,26
84,9.86,9.86,5,0,6,2,1,0,58
100,8.59,8.47,4,0,4,8,4,1,33
83,9.17,8.83,5,0,3,9,0,0,52
101,5.07,5.39,5,1,9,10,2,0,32
92,6.77,6.85,8,0,9,8,5,0,54
138,8.71,8.3,6,1,1,6,2,1,1
99,5.39,5.54,3,0,8,9,2,0,5
78,7.84,7.77,9,1,3,8,2,0,22
97,7.15,7.46,8,0,4,4,3,0,95
107,5.09,5.51,9,0,1,6,4,0,5
125,6.18,6.28,4,0,1,5,2,0,8
91,6.42,6.65,8,0,1,10,2,0,70
76,5.56,5.12,3,1,9,9,4,0,63
112,8.16,8.22,5,0,1,4,1,0,10
79,6.21,6.47,7,0,8,1,3,0,62
93,6.39,6.39,1,0,4,9,3,0,40
96,9.49,9.58,1,0,10,9,0,0,47
98,7.34,7.74,3,1,5,7,3,0,80
110,6.96,6.66,4,0,3,5,0,0,56
89,8.62,8.22,1,0,1,7,1,0,28
95,9.55,9.74,8,0,2,9,4,1,56
99,5.13,5.45,2,0,2,3,2,0,1
102,7.24,7.59,5,1,10,5,5,0,52
101,8.05,8.19,6,0,10,3,0,0,82
106,6.59,6.92,6,0,9,8,5,0,62
112,8.86,9.06,6,0,7,1,5,1,42
105,9.86,9.45,1,0,7,4,3,0,47
106,9.72,9.98,3,1,5,7,5,0,37
76,6.33,6.01,3,0,10,9,2,0,11
100,6.13,5.87,8,0,9,10,1,0,67
107,9.79,9.68,6,0,10,2,4,0,29
110,7.29,7.1,2,0,7,9,0,0,4
89,6.04,5.86,1,0,2,6,3,0,95
90,8.53,8.2,4,0,6,7,5,0,11
91,6.42,6.21,1,1,4,4,5,0,30
108,6.34,5.86,5,0,8,5,2,0,79
115,9.4,9.37,8,1,8,1,2,1,79
93,5.81,6.08,10,1,4,4,2,0,58
113,5.32,5.68,2,0,5,8,4,1,32
101,6.35,6.67,8,0,0,6,0,0,29
98,8.03,7.95,8,1,3,7,4,0,43
96,5.62,5.85,6,1,0,1,5,0,92
111,7.36,7.15,8,0,3,7,3,0,85
104,8.14,7.7,2,0,0,6,0,0,39
134,9.24,9.42,7,0,9,4,1,0,11
87,6.15,6.3,8,0,3,2,1,0,96
107,9.09,9.39,4,0,5,2,5,0,27
92,6.17,6.29,9,1,8,7,4,0,24
86,8.38,8.04,6,1,1,3,4,0,37
99,7.15,7.5,3,0,1,2,5,0,65
102,5.57,5.7,4,0,5,10,4,0,32
143,8.57,8.88,4,1,10,3,1,0,53
97,6.09,6.36,1,0,9,10,1,0,1
83,5.88,5.68,10,1,5,2,0,0,56
104,6.79,6.36,1,0,2,3,5,0,34
68,8.27,7.95,1,1,1,5,0,0,82
98,6.17,5.76,4,0,2,10,4,0,29
100,5.92,5.66,1,0,3,10,5,0,6
111,5.05,5.01,6,0,3,10,2,1,57
114,7.36,7.77,2,0,6,5,0,0,95
92,7.14,7.51,1,1,3,7,1,0,14
97,6.17,6.39,7,0,9,10,3,0,75
88,5.27,4.79,6,1,5,3,2,0,69
83,7.15,6.99,1,0,5,3,5,0,62
104,8.94,9.12,10,1,9,7,1,0,86
80,8.58,8.21,9,1,2,6,2,0,51
93,9.3,9.6,6,0,8,6,3,0,13
85,5.05,5.46,2,0,9,4,5,0,76
108,9.83,9.68,7,0,4,4,4,0,4
127,6.71,6.92,3,0,9,2,2,0,38
80,9.95,9.6,7,0,8,6,3,0,4
72,6.26,6.45,9,0,9,10,3,0,30
98,7.36,6.88,5,1,5,3,2,0,54
100,6.77,6.42,1,0,5,6,5,0,65
103,6.78,6.99,5,0,8,3,2,0,61
93,9.21,9.42,8,1,9,3,2,0,49
96,8.73,8.87,8,0,4,1,2,0,31
105,9.96,9.94,3,0,2,5,4,0,42
115,8.07,8.24,4,0,2,2,1,0,50
70,7.32,7.59,8,0,1,10,0,0,23
94,5.45,5.92,8,0,1,2,4,0,78
103,9.98,10.37,7,1,5,9,2,1,99
86,7.76,8.05,6,1,7,2,3,0,81
125,8.5,8.69,4,0,10,2,5,1,60
90,7.03,7.1,10,0,7,6,4,0,32
99,7.74,7.36,9,0,7,10,0,0,56
108,9.71,9.38,2,1,9,1,5,0,56
91,5.83,6.15,2,0,6,8,0,0,100
72,6.46,6.76,1,0,1,1,4,0,87
93,5.76,5.87,3,0,9,9,3,0,34
115,8.96,8.9,3,1,10,4,3,1,41
94,5.31,4.84,4,0,1,3,5,0,39
87,5.41,5.24,3,0,9,7,3,0,86
113,6.49,6.41,10,1,6,8,1,0,42
95,7.57,7.56,6,0,3,5,3,0,66
92,7.03,7.46,9,1,5,3,0,0,20
102,5.22,4.83,8,0,8,4,5,0,14
111,9.79,9.81,6,0,4,10,2,1,38
135,9.76,9.63,8,0,9,6,2,1,37
112,6.4,6.89,8,1,3,5,0,0,37
117,8.66,9.02,10,1,2,4,3,1,12
92,7.89,7.83,6,0,6,3,2,0,92
84,6.19,6.69,2,1,6,6,5,0,56
100,6.31,6.32,5,0,6,7,0,0,8
101,7.46,7.13,4,1,4,2,3,0,93
83,7.1,7.16,6,0,9,6,1,0,21
97,6.46,6.19,2,1,7,3,2,0,39
105,9.04,9.18,4,0,10,10,5,1,48
105,7.41,7.85,8,0,1,8,3,0,18
107,8.27,8.56,1,1,3,2,5,0,63
104,5.95,5.72,3,1,0,5,3,0,83
92,7.67,7.47,4,0,5,8,5,0,74
92,6.59,6.16,2,0,5,9,2,0,9
82,7.63,7.42,2,1,2,7,3,0,87
126,8.9,8.49,6,0,0,9,5,1,30
100,8.84,8.84,6,0,4,9,4,1,86
96,6.77,6.98,3,1,0,8,4,0,59
86,8.47,8.72,8,1,2,7,1,0,55
144,9.71,9.27,3,1,7,6,0,0,93
83,8.13,7.97,2,0,9,3,4,0,70
93,5.74,5.53,5,0,8,8,4,0,50
106,8.4,8.0,7,1,2,3,1,0,61
109,5.52,5.38,1,0,8,9,4,0,35
114,9.36,9.16,2,0,6,9,4,1,14
127,7.58,7.71,2,1,7,10,5,1,69
107,6.93,7.31,8,0,5,10,2,0,46
84,5.29,5.24,10,0,4,9,1,0,82
96,6.9,7.15,6,1,9,4,3,0,35
104,9.52,9.17,4,0,7,9,3,1,94
131,5.1,5.49,4,0,1,2,0,0,71
79,7.37,7.02,5,1,6,1,0,0,98
118,9.66,9.35,3,1,0,8,4,1,42
102,6.97,6.58,4,0,6,6,4,0,53
112,7.14,6.95,4,0,5,10,3,1,19
98,7.89,7.94,7,0,3,9,1,0,45
87,7.31,7.8,7,1,2,9,2,0,54
111,5.84,6.13,1,1,8,3,5,0,64
109,5.09,4.97,3,0,5,2,0,0,75
114,8.05,8.13,9,1,5,7,4,1,41
99,9.6,9.72,6,1,0,5,0,0,17
91,5.53,5.85,6,0,4,10,3,0,11
76,6.05,6.29,4,0,6,6,1,0,92
112,6.85,6.92,10,1,3,5,3,0,3
106,9.04,9.21,9,0,1,4,2,0,10
85,6.35,6.6,3,1,8,1,1,0,24
91,9.41,9.04,8,0,5,4,2,0,97
92,5.27,4.97,6,0,8,10,2,0,56
77,9.7,9.89,2,1,7,3,1,0,26
87,7.8,8.15,3,0,0,3,2,0,69
82,8.29,8.2,1,0,1,5,0,0,24
93,6.84,7.32,3,0,1,1,4,0,44
88,8.91,8.63,4,0,1,6,1,0,26
75,5.83,5.75,6,1,3,2,3,0,71
130,5.24,5.12,10,1,6,1,3,0,76
118,6.98,7.41,7,0,6,8,4,1,57
88,9.27,9.06,3,0,0,10,3,1,36
104,8.77,8.74,7,0,7,3,4,0,17
106,7.59,7.28,4,0,3,6,0,0,80
117,7.86,7.88,1,0,7,2,3,0,95
87,5.65,6.01,1,1,9,5,3,0,18
116,9.2,9.0,8,0,8,9,0,1,96
91,8.93,9.24,10,1,6,7,3,0,66
79,8.28,8.69,7,0,2,4,3,0,10
110,7.33,6.9,4,0,2,3,0,0,61
119,9.82,10.08,1,0,4,9,5,1,39
138,9.4,9.16,6,0,6,4,0,0,14
82,8.22,7.9,10,1,6,5,5,0,47
110,6.86,6.96,7,1,8,6,0,0,10
93,8.09,8.3,6,0,0,10,5,1,55
111,7.88,7.77,6,0,2,5,3,0,92
77,6.97,6.51,8,1,0,9,4,0,24
81,6.53,6.94,6,0,5,1,5,0,40
88,7.04,7.27,2,0,9,6,4,0,63
101,7.87,7.64,7,0,6,4,1,0,34
90,7.14,7.14,10,0,1,4,1,0,49
109,6.32,5.85,4,0,8,3,3,0,63
115,8.8,8.64,3,0,4,5,3,1,9
108,7.66,7.68,8,0,2,8,4,0,47
124,5.34,5.36,10,0,6,4,2,0,93
106,6.84,6.55,5,1,6,7,1,0,45
81,9.42,9.7,4,0,0,8,4,1,36
120,8.78,8.58,4,0,5,5,3,1,9
90,6.62,6.7,5,0,2,10,1,0,11
113,9.69,9.46,4,1,6,1,1,0,85
123,5.38,5.31,3,0,4,8,5,1,77
106,9.81,9.52,4,1,3,10,1,0,24
77,6.23,6.36,10,0,9,3,3,0,1
86,5.05,4.98,5,1,6,4,4,0,99
119,7.17,6.69,2,0,6,10,2,1,99
97,6.79,6.32,7,1,7,7,3,0,61
101,7.7,7.67,5,0,4,9,1,0,85
111,8.98,8.66,9,0,3,4,5,1,69
110,9.21,9.3,6,0,0,4,5,0,21
104,7.01,6.92,1,1,3,6,0,0,4
96,7.15,7.3,9,0,10,9,4,0,97
95,5.74,6.19,5,1,9,4,3,0,100
112,5.24,5.27,9,0,0,10,1,0,58
108,8.21,8.5,1,0,6,8,2,1,72
96,5.32,5.57,2,1,5,3,5,0,93
116,8.67,9.09,3,0,6,2,1,0,7
98,7.7,7.41,5,0,7,4,1,0,1
87,5.99,6.32,6,0,5,4,3,0,69
88,7.7,8.11,5,1,1,7,5,0,77
85,5.91,5.8,1,0,1,7,2,0,64
95,7.19,7.0,4,0,8,9,5,0,90
118,9.0,9.45,6,1,5,10,0,1,76
87,7.31,7.44,4,0,5,2,5,0,8
102,5.74,5.62,4,1,0,4,5,0,60
90,8.62,8.91,5,1,7,3,3,0,34
96,5.93,5.73,8,1,10,3,5,0,86
77,8.69,8.37,5,0,7,7,4,0,9
96,7.4,7.44,7,1,3,10,2,0,73
97,7.27,7.34,8,0,6,6,0,0,45
108,9.26,9.59,6,1,8,3,0,0,82
103,8.54,8.5,6,1,10,8,2,1,17
82,5.16,5.47,2,1,0,8,4,0,7
116,6.48,6.29,10,0,4,7,1,0,51
103,9.35,9.43,5,1,7,9,3,1,98
